0.20	0.29	-0.01	1.00	0.18	0.18	0.20	0.16	0.18	0.11	0.25	0.14	-0.02	0.11	0.30	0.27	0.18	0.27	0.27	0.22	0.11	0.31	0.01	0.17	0.22	0.15	0.12	0.14	0.09	0.19	0.10	0.12	0.16	-0.05	0.18	0.21	-0.06	0.11	-0.07	0.24	0.15	0.28	0.06	0.18	0.39	0.27	0.11	0.13	0.11	0.25	0.23	
0.21	0.21	0.00	0.18	1.00	0.22	0.34	0.18	0.16	0.16	0.17	0.02	0.00	0.16	0.09	0.35	0.25	0.40	0.28	0.14	-0.00	0.12	0.16	0.06	0.22	0.25	0.11	0.23	0.18	0.14	0.23	0.12	0.15	-0.05	0.21	0.08	0.01	-0.05	-0.12	0.29	0.12	0.21	0.12	0.25	0.32	0.34	0.13	0.17	0.11	0.31	0.09	
0.31	0.31	-0.00	0.18	0.22	1.00	0.36	0.29	0.19	0.25	0.33	0.17	0.02	0.33	0.16	0.45	0.27	0.37	0.28	0.35	0.07	0.18	0.22	0.21	0.39	0.26	0.07	0.20	0.19	0.42	0.17	0.16	0.29	-0.03	0.22	0.23	0.04	0.04	-0.11	0.43	0.24	0.26	0.19	0.30	0.43	0.34	0.18	0.23	0.13	0.37	0.19	
0.47	0.37	0.01	0.20	0.34	0.36	1.00	0.39	0.44	0.27	0.35	0.23	-0.02	0.32	0.25	0.60	0.42	0.64	0.45	0.49	0.17	0.36	0.33	0.36	0.50	0.38	0.28	0.32	0.39	0.28	0.26	0.27	0.30	-0.13	0.38	0.27	0.03	0.17	-0.15	0.50	0.19	0.50	0.32	0.56	0.69	0.56	0.21	0.39	0.28	0.65	0.29	
0.23	0.28	-0.15	0.16	0.18	0.29	0.39	1.00	0.19	0.17	0.37	0.14	-0.00	0.16	0.11	0.45	0.17	0.39	0.27	0.31	0.25	0.20	0.15	0.15	0.25	0.26	0.14	0.16	0.24	0.28	0.10	0.18	0.15	0.04	0.26	0.10	-0.04	0.06	-0.09	0.34	0.10	0.24	0.26	0.34	0.39	0.29	0.18	0.33	0.20	0.36	0.13	
0.27	0.22	0.00	0.18	0.16	0.19	0.44	0.19	1.00	0.26	0.27	0.21	0.06	0.21	0.21	0.40	0.28	0.39	0.28	0.28	0.14	0.28	0.15	0.28	0.34	0.22	0.21	0.11	0.27	0.10	0.23	0.18	0.21	-0.06	0.26	0.28	-0.05	0.19	-0.12	0.32	0.10	0.34	0.20	0.35	0.44	0.35	0.27	0.26	0.17	0.42	0.12	
0.15	0.19	-0.01	0.11	0.16	0.25	0.27	0.17	0.26	1.00	0.07	0.02	-0.02	0.17	0.11	0.23	0.18	0.28	0.18	0.19	0.03	0.11	0.05	0.17	0.25	0.11	0.12	0.13	0.19	0.13	0.09	0.14	0.10	-0.07	0.22	0.08	-0.06	0.09	-0.14	0.26	0.08	0.19	0.10	0.19	0.30	0.19	0.04	0.14	0.08	0.22	0.08	
0.30	0.36	0.02	0.25	0.17	0.33	0.35	0.37	0.27	0.07	1.00	0.45	-0.03	0.11	0.29	0.42	0.33	0.34	0.35	0.32	0.10	0.28	0.23	0.27	0.35	0.26	0.09	0.21	0.33	0.28	0.16	0.20	0.26	-0.03	0.25	0.14	-0.03	0.16	-0.11	0.38	0.24	0.36	0.20	0.34	0.41	0.32	0.23	0.27	0.13	0.39	0.20	
0.11	0.20	-0.14	0.14	0.02	0.17	0.23	0.14	0.21	0.02	0.45	1.00	-0.04	0.11	0.23	0.22	0.17	0.13	0.23	0.23	0.18	0.36	0.21	0.34	0.27	0.15	0.17	0.15	0.19	0.18	0.06	0.11	0.18	-0.02	0.18	0.12	0.10	0.32	0.03	0.15	0.11	0.31	0.13	0.23	0.22	0.19	0.25	0.19	0.19	0.33	0.19	
0.01	0.07	0.02	-0.02	0.00	0.02	-0.02	-0.00	0.06	-0.02	-0.03	-0.04	1.00	0.13	0.07	0.05	0.03	0.10	0.05	0.03	0.04	0.09	0.06	0.02	-0.11	0.07	0.18	-0.01	0.06	0.04	0.02	0.07	-0.05	0.22	-0.01	0.04	-0.04	-0.03	-0.01	0.01	0.04	0.02	0.03	0.03	0.05	0.10	0.05	0.05	-0.09	0.02	0.18	
0.20	0.29	0.01	0.11	0.16	0.33	0.32	0.16	0.21	0.17	0.11	0.11	0.13	1.00	0.18	0.30	0.18	0.35	0.33	0.25	0.10	0.32	0.02	0.28	0.29	0.18	0.22	0.12	0.21	0.16	0.08	0.16	0.21	-0.01	0.20	0.09	-0.01	0.19	-0.07	0.24	0.12	0.32	0.01	0.30	0.31	0.34	0.14	0.18	0.12	0.38	0.35	
0.14	0.28	0.02	0.30	0.09	0.16	0.25	0.11	0.21	0.11	0.29	0.23	0.07	0.18	1.00	0.26	0.30	0.24	0.19	0.30	-0.04	0.38	0.09	0.40	0.32	0.18	0.19	0.14	0.25	0.16	0.10	0.38	0.24	-0.00	0.24	0.27	-0.02	0.24	0.02	0.20	0.14	0.48	0.10	0.28	0.29	0.21	0.25	0.32	0.15	0.30	0.36	
