1.00	0.63	0.46	-0.05	0.38	0.20	0.95	-0.39	0.74	0.72	0.42	0.48	0.63	-0.60	0.20	0.73	0.42	0.63	0.09	-0.39	-0.71	0.63	-0.83	0.85	0.62	0.31	0.68	
0.63	1.00	0.13	0.07	0.14	0.07	0.68	0.20	0.49	0.38	0.88	0.02	0.48	-0.55	0.07	0.15	-0.06	0.06	0.19	-0.19	-0.59	0.15	-0.63	0.41	0.28	-0.13	0.21	
0.46	0.13	1.00	0.20	0.30	0.30	0.30	-0.13	0.21	0.30	0.12	0.22	0.25	0.08	-0.14	0.35	0.41	0.36	0.46	-0.09	-0.35	0.21	-0.29	0.41	0.11	0.36	0.27	
-0.05	0.07	0.20	1.00	-0.05	0.34	-0.09	-0.01	0.07	-0.08	0.11	-0.15	-0.21	0.47	-0.28	-0.09	-0.08	-0.11	-0.01	-0.14	-0.19	-0.10	-0.14	0.05	-0.09	-0.07	-0.17	
0.38	0.14	0.30	-0.05	1.00	-0.25	0.42	-0.16	0.23	0.27	0.08	0.21	0.34	-0.10	0.37	0.50	0.32	0.38	0.11	-0.26	0.09	0.46	-0.14	0.30	0.43	0.31	0.47	
0.20	0.07	0.30	0.34	-0.25	1.00	0.17	-0.30	0.32	0.23	-0.00	0.24	0.05	0.35	-0.15	0.23	0.15	0.08	-0.06	-0.47	-0.10	0.10	-0.03	0.11	0.10	0.12	0.14	
0.95	0.68	0.30	-0.09	0.42	0.17	1.00	-0.39	0.78	0.72	0.46	0.48	0.69	-0.61	0.27	0.76	0.42	0.56	0.03	-0.46	-0.63	0.65	-0.79	0.81	0.71	0.31	0.72	
-0.39	0.20	-0.13	-0.01	-0.16	-0.30	-0.39	1.00	-0.73	-0.32	0.40	-0.55	-0.24	-0.02	0.02	-0.76	-0.54	-0.54	0.28	0.45	0.18	-0.57	0.32	-0.53	-0.56	-0.48	-0.59	
0.74	0.49	0.21	0.07	0.23	0.32	0.78	-0.73	1.00	0.51	0.27	0.45	0.48	-0.33	0.03	0.75	0.35	0.52	-0.19	-0.49	-0.53	0.60	-0.67	0.69	0.66	0.28	0.62	
0.72	0.38	0.30	-0.08	0.27	0.23	0.72	-0.32	0.51	1.00	0.29	0.49	0.54	-0.35	0.21	0.54	0.41	0.44	0.20	-0.28	-0.46	0.48	-0.60	0.67	0.44	0.36	0.49	
0.42	0.88	0.12	0.11	0.08	-0.00	0.46	0.40	0.27	0.29	1.00	-0.34	0.27	-0.38	0.00	-0.10	-0.29	-0.10	0.19	-0.04	-0.46	-0.00	-0.42	0.16	0.07	-0.30	-0.05	
0.48	0.02	0.22	-0.15	0.21	0.24	0.48	-0.55	0.45	0.49	-0.34	1.00	0.47	-0.24	0.16	0.65	0.62	0.36	-0.01	-0.40	-0.24	0.38	-0.37	0.52	0.46	0.48	0.63	
0.63	0.48	0.25	-0.21	0.34	0.05	0.69	-0.24	0.48	0.54	0.27	0.47	1.00	-0.43	0.28	0.57	0.68	0.29	0.29	-0.31	-0.43	0.56	-0.56	0.68	0.46	0.63	0.49	
-0.60	-0.55	0.08	0.47	-0.10	0.35	-0.61	-0.02	-0.33	-0.35	-0.38	-0.24	-0.43	1.00	-0.27	-0.27	-0.05	-0.31	-0.04	-0.04	0.48	-0.25	0.60	-0.47	-0.33	0.07	-0.40	
0.20	0.07	-0.14	-0.28	0.37	-0.15	0.27	0.02	0.03	0.21	0.00	0.16	0.28	-0.27	1.00	0.22	0.14	0.26	-0.17	-0.07	0.20	0.28	-0.13	0.17	0.19	0.11	0.37	
0.73	0.15	0.35	-0.09	0.50	0.23	0.76	-0.76	0.75	0.54	-0.10	0.65	0.57	-0.27	0.22	1.00	0.67	0.69	-0.10	-0.59	-0.34	0.78	-0.50	0.72	0.78	0.59	0.81	
0.42	-0.06	0.41	-0.08	0.32	0.15	0.42	-0.54	0.35	0.41	-0.29	0.62	0.68	-0.05	0.14	0.67	1.00	0.32	0.26	-0.35	-0.23	0.53	-0.36	0.68	0.40	0.93	0.53	
0.63	0.06	0.36	-0.11	0.38	0.08	0.56	-0.54	0.52	0.44	-0.10	0.36	0.29	-0.31	0.26	0.69	0.32	1.00	-0.05	-0.05	-0.30	0.66	-0.43	0.61	0.55	0.32	0.64	
0.09	0.19	0.46	-0.01	0.11	-0.06	0.03	0.28	-0.19	0.20	0.19	-0.01	0.29	-0.04	-0.17	-0.10	0.26	-0.05	1.00	0.25	-0.15	-0.03	-0.08	0.16	-0.09	0.29	-0.07	
-0.39	-0.19	-0.09	-0.14	-0.26	-0.47	-0.46	0.45	-0.49	-0.28	-0.04	-0.40	-0.31	-0.04	-0.07	-0.59	-0.35	-0.05	0.25	1.00	0.12	-0.38	0.24	-0.30	-0.45	-0.24	-0.50	
-0.71	-0.59	-0.35	-0.19	0.09	-0.10	-0.63	0.18	-0.53	-0.46	-0.46	-0.24	-0.43	0.48	0.20	-0.34	-0.23	-0.30	-0.15	0.12	1.00	-0.32	0.80	-0.70	-0.29	-0.15	-0.26	
0.63	0.15	0.21	-0.10	0.46	0.10	0.65	-0.57	0.60	0.48	-0.00	0.38	0.56	-0.25	0.28	0.78	0.53	0.66	-0.03	-0.38	-0.32	1.00	-0.49	0.71	0.69	0.61	0.54	
-0.83	-0.63	-0.29	-0.14	-0.14	-0.03	-0.79	0.32	-0.67	-0.60	-0.42	-0.37	-0.56	0.60	-0.13	-0.50	-0.36	-0.43	-0.08	0.24	0.80	-0.49	1.00	-0.89	-0.44	-0.27	-0.47	
0.85	0.41	0.41	0.05	0.30	0.11	0.81	-0.53	0.69	0.67	0.16	0.52	0.68	-0.47	0.17	0.72	0.68	0.61	0.16	-0.30	-0.70	0.71	-0.89	1.00	0.58	0.61	0.62	
0.62	0.28	0.11	-0.09	0.43	0.10	0.71	-0.56	0.66	0.44	0.07	0.46	0.46	-0.33	0.19	0.78	0.40	0.55	-0.09	-0.45	-0.29	0.69	-0.44	0.58	1.00	0.40	0.77	
0.31	-0.13	0.36	-0.07	0.31	0.12	0.31	-0.48	0.28	0.36	-0.30	0.48	0.63	0.07	0.11	0.59	0.93	0.32	0.29	-0.24	-0.15	0.61	-0.27	0.61	0.40	1.00	0.34	
0.68	0.21	0.27	-0.17	0.47	0.14	0.72	-0.59	0.62	0.49	-0.05	0.63	0.49	-0.40	0.37	0.81	0.53	0.64	-0.07	-0.50	-0.26	0.54	-0.47	0.62	0.77	0.34	1.00	
1.00	0.19	0.46	-0.13	-0.16	0.17	0.93	-0.30	0.53	0.69	0.13	0.40	0.60	-0.23	0.26	0.37	0.07	0.49	0.09	-0.15	-0.63	0.39	-0.52	0.79	0.36	0.10	0.45	
0.19	1.00	0.18	0.04	0.68	0.17	0.29	0.60	0.54	0.15	0.96	0.21	0.24	-0.36	-0.35	0.25	0.75	0.48	0.31	0.48	-0.25	0.27	0.48	0.42	-0.06	0.73	-0.22	
0.46	0.18	1.00	-0.02	0.13	0.19	0.33	0.11	0.13	0.26	0.19	0.27	0.20	0.16	-0.06	0.08	0.16	0.23	0.46	-0.03	-0.23	0.14	-0.21	0.44	0.06	0.15	0.16	
-0.13	0.04	-0.02	1.00	0.26	0.46	-0.18	-0.15	0.19	-0.06	0.08	-0.23	-0.12	0.07	-0.34	-0.10	0.02	-0.07	-0.11	0.04	-0.08	-0.09	0.07	-0.02	-0.11	0.02	-0.19	
-0.16	0.68	0.13	0.26	1.00	0.19	-0.11	0.41	0.37	-0.07	0.72	0.02	-0.09	0.10	-0.49	0.10	0.73	0.41	0.18	0.66	0.20	0.07	0.80	0.12	-0.16	0.73	-0.36	
0.17	0.17	0.19	0.46	0.19	1.00	0.13	-0.17	0.36	0.07	0.16	-0.01	0.10	0.17	-0.32	0.05	0.11	0.08	-0.15	-0.05	-0.07	-0.05	0.09	0.12	-0.03	0.10	-0.08	
0.93	0.29	0.33	-0.18	-0.11	0.13	1.00	-0.22	0.57	0.65	0.21	0.43	0.63	-0.29	0.26	0.45	0.19	0.53	0.05	-0.14	-0.59	0.47	-0.39	0.78	0.45	0.21	0.55	
-0.30	0.60	0.11	-0.15	0.41	-0.17	-0.22	1.00	-0.33	-0.17	0.64	-0.10	-0.16	-0.21	-0.09	-0.06	0.37	0.01	0.33	0.38	0.11	-0.05	0.44	-0.09	-0.10	0.37	-0.28	
0.53	0.54	0.13	0.19	0.37	0.36	0.57	-0.33	1.00	0.34	0.47	0.33	0.40	-0.17	-0.32	0.34	0.49	0.57	-0.01	0.20	-0.38	0.37	0.12	0.57	0.04	0.47	0.02	
0.69	0.15	0.26	-0.06	-0.07	0.07	0.65	-0.17	0.34	1.00	0.18	0.39	0.59	-0.19	0.32	0.36	0.15	0.37	0.10	-0.12	-0.42	0.29	-0.33	0.64	0.28	0.16	0.30	
0.13	0.96	0.19	0.08	0.72	0.16	0.21	0.64	0.47	0.18	1.00	0.03	0.17	-0.29	-0.34	0.21	0.72	0.43	0.26	0.51	-0.19	0.22	0.53	0.37	-0.09	0.71	-0.29	
0.40	0.21	0.27	-0.23	0.02	-0.01	0.43	-0.10	0.33	0.39	0.03	1.00	0.40	-0.15	0.02	0.31	0.37	0.37	0.24	-0.08	-0.22	0.28	-0.08	0.46	0.18	0.33	0.34	
0.60	0.24	0.20	-0.12	-0.09	0.10	0.63	-0.16	0.40	0.59	0.17	0.40	1.00	-0.25	0.26	0.38	0.28	0.30	0.17	-0.12	-0.39	0.35	-0.28	0.64	0.22	0.26	0.28	
-0.23	-0.36	0.16	0.07	0.10	0.17	-0.29	-0.21	-0.17	-0.19	-0.29	-0.15	-0.25	1.00	-0.19	-0.36	-0.26	-0.28	-0.03	0.06	0.49	-0.37	0.11	-0.36	-0.08	-0.16	-0.25	
0.26	-0.35	-0.06	-0.34	-0.49	-0.32	0.26	-0.09	-0.32	0.32	-0.34	0.02	0.26	-0.19	1.00	0.21	-0.32	-0.04	-0.29	-0.45	-0.03	0.17	-0.51	0.16	0.27	-0.34	0.50	
0.37	0.25	0.08	-0.10	0.10	0.05	0.45	-0.06	0.34	0.36	0.21	0.31	0.38	-0.36	0.21	1.00	0.48	0.65	-0.20	-0.17	-0.32	0.45	-0.03	0.58	0.52	0.45	0.57	
0.07	0.75	0.16	0.02	0.73	0.11	0.19	0.37	0.49	0.15	0.72	0.37	0.28	-0.26	-0.32	0.48	1.00	0.61	0.24	0.46	-0.15	0.43	0.62	0.51	0.01	0.93	-0.03	
0.49	0.48	0.23	-0.07	0.41	0.08	0.53	0.01	0.57	0.37	0.43	0.37	0.30	-0.28	-0.04	0.65	0.61	1.00	0.06	0.36	-0.32	0.50	0.20	0.66	0.27	0.61	0.30	
0.09	0.31	0.46	-0.11	0.18	-0.15	0.05	0.33	-0.01	0.10	0.26	0.24	0.17	-0.03	-0.29	-0.20	0.24	0.06	1.00	0.30	-0.10	0.06	0.08	0.15	-0.19	0.22	-0.19	
-0.15	0.48	-0.03	0.04	0.66	-0.05	-0.14	0.38	0.20	-0.12	0.51	-0.08	-0.12	0.06	-0.45	-0.17	0.46	0.36	0.30	1.00	0.10	-0.09	0.64	0.01	-0.22	0.52	-0.50	
-0.63	-0.25	-0.23	-0.08	0.20	-0.07	-0.59	0.11	-0.38	-0.42	-0.19	-0.22	-0.39	0.49	-0.03	-0.32	-0.15	-0.32	-0.10	0.10	1.00	-0.36	0.41	-0.65	-0.17	-0.10	-0.28	
0.39	0.27	0.14	-0.09	0.07	-0.05	0.47	-0.05	0.37	0.29	0.22	0.28	0.35	-0.37	0.17	0.45	0.43	0.50	0.06	-0.09	-0.36	1.00	-0.01	0.60	0.16	0.38	0.30	
-0.52	0.48	-0.21	0.07	0.80	0.09	-0.39	0.44	0.12	-0.33	0.53	-0.08	-0.28	0.11	-0.51	-0.03	0.62	0.20	0.08	0.64	0.41	-0.01	1.00	-0.28	-0.23	0.63	-0.45	
0.79	0.42	0.44	-0.02	0.12	0.12	0.78	-0.09	0.57	0.64	0.37	0.46	0.64	-0.36	0.16	0.58	0.51	0.66	0.15	0.01	-0.65	0.60	-0.28	1.00	0.32	0.47	0.39	
0.36	-0.06	0.06	-0.11	-0.16	-0.03	0.45	-0.10	0.04	0.28	-0.09	0.18	0.22	-0.08	0.27	0.52	0.01	0.27	-0.19	-0.22	-0.17	0.16	-0.23	0.32	1.00	0.26	0.60	
0.10	0.73	0.15	0.02	0.73	0.10	0.21	0.37	0.47	0.16	0.71	0.33	0.26	-0.16	-0.34	0.45	0.93	0.61	0.22	0.52	-0.10	0.38	0.63	0.47	0.26	1.00	-0.07	
0.45	-0.22	0.16	-0.19	-0.36	-0.08	0.55	-0.28	0.02	0.30	-0.29	0.34	0.28	-0.25	0.50	0.57	-0.03	0.30	-0.19	-0.50	-0.28	0.30	-0.45	0.39	0.60	-0.07	1.00	
1.00	0.42	0.57	0.15	0.30	0.33	0.94	0.11	0.62	0.64	0.39	0.06	0.49	-0.36	0.21	0.35	0.37	0.52	0.02	-0.34	-0.55	0.38	-0.04	0.76	0.40	0.38	0.38	
0.42	1.00	0.55	0.50	0.85	0.37	0.45	0.84	0.71	0.18	0.99	-0.31	-0.02	-0.73	-0.25	0.12	0.88	0.56	0.09	-0.36	-0.28	0.07	0.76	0.36	0.04	0.90	-0.21	
0.57	0.55	1.00	0.19	0.53	0.36	0.47	0.48	0.42	0.22	0.54	-0.08	0.13	-0.36	-0.08	0.24	0.60	0.43	0.22	-0.39	-0.22	0.09	0.33	0.52	0.14	0.58	0.14	
0.15	0.50	0.19	1.00	0.50	0.52	0.15	0.31	0.45	0.02	0.45	-0.14	0.04	-0.25	-0.41	-0.05	0.37	0.15	0.15	-0.16	-0.15	-0.04	0.31	0.12	-0.11	0.37	-0.22	
0.30	0.85	0.53	0.50	1.00	0.39	0.32	0.66	0.69	0.11	0.85	-0.27	-0.01	-0.45	-0.42	0.16	0.87	0.56	0.11	-0.13	-0.06	0.10	0.83	0.35	0.00	0.88	-0.25	
0.33	0.37	0.36	0.52	0.39	1.00	0.29	0.13	0.49	0.10	0.34	-0.14	0.07	-0.07	-0.30	0.04	0.31	0.14	-0.06	-0.32	-0.04	0.10	0.25	0.19	-0.04	0.29	0.01	
0.94	0.45	0.47	0.15	0.32	0.29	1.00	0.14	0.65	0.63	0.42	0.07	0.52	-0.38	0.22	0.41	0.42	0.54	-0.01	-0.32	-0.52	0.46	0.03	0.77	0.49	0.44	0.46	
0.11	0.84	0.48	0.31	0.66	0.13	0.14	1.00	0.22	-0.03	0.85	-0.39	-0.25	-0.67	-0.13	-0.04	0.72	0.33	0.18	-0.32	-0.04	-0.12	0.74	0.06	-0.04	0.74	-0.26	
0.62	0.71	0.42	0.45	0.69	0.49	0.65	0.22	1.00	0.36	0.67	-0.09	0.27	-0.42	-0.25	0.29	0.67	0.58	-0.12	-0.27	-0.40	0.34	0.42	0.60	0.17	0.67	-0.01	
0.64	0.18	0.22	0.02	0.11	0.10	0.63	-0.03	0.36	1.00	0.20	0.15	0.48	-0.13	0.25	0.23	0.15	0.29	0.05	-0.12	-0.43	0.36	-0.16	0.61	0.31	0.17	0.22	
0.39	0.99	0.54	0.45	0.85	0.34	0.42	0.85	0.67	0.20	1.00	-0.38	-0.06	-0.71	-0.24	0.09	0.86	0.53	0.08	-0.35	-0.25	0.06	0.77	0.33	0.02	0.88	-0.25	
0.06	-0.31	-0.08	-0.14	-0.27	-0.14	0.07	-0.39	-0.09	0.15	-0.38	1.00	0.34	0.23	0.03	0.05	-0.14	0.14	0.13	0.33	-0.05	0.05	-0.28	0.14	0.04	-0.16	0.15	
0.49	-0.02	0.13	0.04	-0.01	0.07	0.52	-0.25	0.27	0.48	-0.06	0.34	1.00	0.03	0.25	0.46	0.08	0.21	0.04	0.05	-0.34	0.45	-0.30	0.64	0.31	0.05	0.32	
-0.36	-0.73	-0.36	-0.25	-0.45	-0.07	-0.38	-0.67	-0.42	-0.13	-0.71	0.23	0.03	1.00	-0.05	-0.11	-0.65	-0.45	-0.04	0.45	0.38	0.01	-0.48	-0.24	-0.03	-0.63	0.02	
0.21	-0.25	-0.08	-0.41	-0.42	-0.30	0.22	-0.13	-0.25	0.25	-0.24	0.03	0.25	-0.05	1.00	0.20	-0.22	-0.10	-0.29	-0.29	0.06	0.19	-0.37	0.13	0.27	-0.24	0.50	
0.35	0.12	0.24	-0.05	0.16	0.04	0.41	-0.04	0.29	0.23	0.09	0.05	0.46	-0.11	0.20	1.00	0.33	0.45	-0.18	-0.12	-0.19	0.48	-0.00	0.59	0.49	0.26	0.52	
0.37	0.88	0.60	0.37	0.87	0.31	0.42	0.72	0.67	0.15	0.86	-0.14	0.08	-0.65	-0.22	0.33	1.00	0.66	0.04	-0.32	-0.17	0.17	0.82	0.47	0.10	0.97	-0.04	
0.52	0.56	0.43	0.15	0.56	0.14	0.54	0.33	0.58	0.29	0.53	0.14	0.21	-0.45	-0.10	0.45	0.66	1.00	0.06	0.01	-0.32	0.25	0.45	0.54	0.23	0.67	0.10	
0.02	0.09	0.22	0.15	0.11	-0.06	-0.01	0.18	-0.12	0.05	0.08	0.13	0.04	-0.04	-0.29	-0.18	0.04	0.06	1.00	0.34	-0.15	-0.11	-0.02	0.03	-0.22	0.05	-0.25	
-0.34	-0.36	-0.39	-0.16	-0.13	-0.32	-0.32	-0.32	-0.27	-0.12	-0.35	0.33	0.05	0.45	-0.29	-0.12	-0.32	0.01	0.34	1.00	0.03	-0.09	-0.19	-0.12	-0.20	-0.29	-0.34	
-0.55	-0.28	-0.22	-0.15	-0.06	-0.04	-0.52	-0.04	-0.40	-0.43	-0.25	-0.05	-0.34	0.38	0.06	-0.19	-0.17	-0.32	-0.15	0.03	1.00	-0.21	0.21	-0.56	-0.15	-0.18	-0.05	
0.38	0.07	0.09	-0.04	0.10	0.10	0.46	-0.12	0.34	0.36	0.06	0.05	0.45	0.01	0.19	0.48	0.17	0.25	-0.11	-0.09	-0.21	1.00	-0.07	0.63	0.37	0.15	0.42	
-0.04	0.76	0.33	0.31	0.83	0.25	0.03	0.74	0.42	-0.16	0.77	-0.28	-0.30	-0.48	-0.37	-0.00	0.82	0.45	-0.02	-0.19	0.21	-0.07	1.00	-0.05	-0.11	0.82	-0.31	
0.76	0.36	0.52	0.12	0.35	0.19	0.77	0.06	0.60	0.61	0.33	0.14	0.64	-0.24	0.13	0.59	0.47	0.54	0.03	-0.12	-0.56	0.63	-0.05	1.00	0.43	0.44	0.40	
0.40	0.04	0.14	-0.11	0.00	-0.04	0.49	-0.04	0.17	0.31	0.02	0.04	0.31	-0.03	0.27	0.49	0.10	0.23	-0.22	-0.20	-0.15	0.37	-0.11	0.43	1.00	0.23	0.58	
0.38	0.90	0.58	0.37	0.88	0.29	0.44	0.74	0.67	0.17	0.88	-0.16	0.05	-0.63	-0.24	0.26	0.97	0.67	0.05	-0.29	-0.18	0.15	0.82	0.44	0.23	1.00	-0.10	
0.38	-0.21	0.14	-0.22	-0.25	0.01	0.46	-0.26	-0.01	0.22	-0.25	0.15	0.32	0.02	0.50	0.52	-0.04	0.10	-0.25	-0.34	-0.05	0.42	-0.31	0.40	0.58	-0.10	1.00	
1.00	0.25	0.55	0.18	0.12	0.30	0.91	-0.03	0.65	0.54	0.28	0.10	0.52	-0.29	0.11	0.36	0.30	0.50	-0.02	-0.20	-0.33	0.43	0.05	0.56	0.41	0.31	0.45	
0.25	1.00	0.45	0.43	0.77	0.33	0.24	0.90	0.57	-0.04	0.98	0.02	0.16	-0.45	-0.16	0.04	0.78	0.46	-0.26	-0.25	-0.27	0.03	0.62	0.28	0.01	0.77	0.12	
0.55	0.45	1.00	0.31	0.25	0.40	0.43	0.35	0.55	0.27	0.45	0.45	0.21	-0.41	0.06	0.22	0.45	0.61	0.03	-0.33	-0.23	0.25	0.18	0.67	0.16	0.42	0.45	
0.18	0.43	0.31	1.00	0.31	0.38	0.13	0.39	0.27	0.12	0.44	0.10	-0.02	-0.10	-0.15	0.01	0.29	0.31	-0.14	-0.19	-0.16	-0.00	0.18	0.28	-0.01	0.28	0.04	
0.12	0.77	0.25	0.31	1.00	0.47	0.09	0.63	0.43	-0.05	0.78	-0.29	0.21	-0.20	-0.36	-0.06	0.88	0.29	-0.15	-0.13	0.10	-0.05	0.89	-0.11	-0.00	0.90	0.05	
0.30	0.33	0.40	0.38	0.47	1.00	0.22	0.20	0.37	0.19	0.35	-0.06	0.28	0.01	-0.25	0.10	0.53	0.26	0.02	-0.15	0.01	0.09	0.46	0.12	0.04	0.52	0.16	
0.91	0.24	0.43	0.13	0.09	0.22	1.00	-0.04	0.65	0.50	0.27	0.10	0.52	-0.26	0.09	0.42	0.30	0.50	-0.10	-0.13	-0.30	0.47	0.05	0.57	0.46	0.31	0.47	
-0.03	0.90	0.35	0.39	0.63	0.20	-0.04	1.00	0.19	-0.17	0.88	0.07	-0.06	-0.42	-0.07	-0.11	0.59	0.30	-0.21	-0.22	-0.18	-0.13	0.49	0.17	-0.11	0.58	0.04	
0.65	0.57	0.55	0.27	0.43	0.37	0.65	0.19	1.00	0.27	0.58	0.11	0.41	-0.29	-0.13	0.37	0.58	0.58	-0.24	-0.22	-0.34	0.35	0.39	0.46	0.26	0.58	0.27	
0.54	-0.04	0.27	0.12	-0.05	0.19	0.50	-0.17	0.27	1.00	0.04	0.17	0.33	-0.10	0.08	0.15	0.07	0.26	0.07	-0.02	-0.12	0.32	-0.07	0.34	0.21	0.08	0.21	
