PropertyTimestampInNumber,AirFlowSetpointMax,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20170121010000,241.899994,0.0,0.0,1,61.200001,69.099998,69.300003,66.300003
20170121011500,241.899994,0.0,0.0,0,61.200001,69.099998,69.300003,66.300003
20170121013000,241.899994,0.0,0.0,1,61.200001,69.0,69.300003,66.300003
20170121014500,241.899994,0.0,0.0,0,61.200001,68.900002,69.400002,66.400002
20170121020000,241.899994,0.0,0.0,0,61.200001,68.699997,69.400002,66.400002
20170121021500,241.899994,0.0,0.0,0,61.200001,68.599998,69.400002,66.400002
20170121023000,241.899994,0.0,0.0,0,61.200001,68.400002,69.400002,66.400002
20170121024500,241.899994,0.0,0.0,0,60.400002,68.300003,69.400002,66.400002
20170121030000,241.899994,0.0,0.0,0,60.400002,68.300003,69.400002,66.400002
20170121031500,241.899994,0.0,0.0,0,60.400002,68.199997,69.400002,66.400002
20170121033000,241.899994,0.0,0.0,1,60.400002,68.300003,69.300003,66.300003
20170121034500,241.899994,0.0,0.0,0,60.400002,68.400002,69.300003,66.300003
20170121040000,241.899994,0.0,0.0,0,60.400002,68.400002,69.300003,66.300003
20170121041500,241.899994,0.0,0.0,0,60.400002,68.5,69.199997,66.199997
20170121043000,241.899994,0.0,0.0,0,60.400002,68.599998,69.300003,66.300003
20170121044500,241.899994,0.0,0.0,0,60.400002,68.599998,69.300003,66.300003
20170121050000,241.899994,0.0,0.0,0,60.400002,68.599998,69.400002,66.400002
20170121051500,241.899994,0.0,0.0,1,60.400002,68.699997,69.400002,66.400002
20170121053000,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170121054500,241.899994,0.0,0.0,0,61.099998,68.699997,69.300003,66.300003
20170121060000,241.899994,0.0,0.0,0,61.099998,68.699997,69.199997,66.199997
20170121061500,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170121063000,241.899994,0.0,0.0,0,61.099998,68.699997,69.300003,66.300003
20170121064500,241.899994,0.0,0.0,1,61.099998,68.800003,69.300003,66.300003
20170121070000,241.899994,0.0,0.0,0,61.099998,68.800003,69.300003,66.300003
20170121071500,241.899994,0.0,0.0,0,61.099998,68.800003,69.300003,66.300003
20170121073000,241.899994,0.0,0.0,0,61.099998,68.699997,69.300003,66.300003
20170121074500,241.899994,0.0,0.0,1,61.099998,68.699997,69.300003,66.300003
20170121080000,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170121081500,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170121083000,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170121084500,241.899994,0.0,0.0,1,61.099998,68.699997,69.300003,66.300003
20170121090000,241.899994,0.0,0.0,1,61.099998,68.699997,69.300003,66.300003
20170121091500,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170121093000,241.899994,0.0,0.0,1,60.400002,68.800003,69.400002,66.400002
20170121094500,241.899994,0.0,0.0,0,60.400002,68.800003,69.300003,66.300003
20170121100000,241.899994,0.0,0.0,0,60.400002,68.800003,69.300003,66.300003
20170121101500,241.899994,0.0,0.0,0,60.400002,68.800003,69.300003,66.300003
20170121103000,241.899994,0.0,0.0,1,60.400002,68.800003,69.400002,66.400002
20170121104500,241.899994,0.0,0.0,0,60.400002,68.800003,69.300003,66.300003
20170121110000,241.899994,0.0,0.0,0,60.400002,68.800003,69.300003,66.300003
20170121111500,241.899994,0.0,0.0,1,60.400002,68.800003,69.300003,66.300003
20170121113000,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170121114500,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170121120000,241.899994,0.0,0.0,1,60.400002,68.699997,69.300003,66.300003
20170121121500,241.899994,0.0,0.0,0,60.400002,68.800003,69.300003,66.300003
20170121123000,241.899994,0.0,0.0,0,60.400002,68.800003,69.300003,66.300003
20170121124500,241.899994,0.0,0.0,0,60.400002,68.800003,69.300003,66.300003
20170121130000,241.899994,0.0,0.0,1,61.099998,68.900002,69.400002,66.400002
20170121131500,241.899994,0.0,0.0,1,61.099998,68.900002,69.300003,66.300003
20170121133000,241.899994,0.0,0.0,1,61.099998,68.900002,69.400002,66.400002
20170121134500,241.899994,0.0,0.0,2,61.099998,68.900002,69.300003,66.300003
20170121140000,241.899994,0.0,0.0,0,61.099998,68.800003,69.300003,66.300003
20170121141500,241.899994,0.0,0.0,0,61.099998,68.800003,69.300003,66.300003
20170121143000,241.899994,0.0,0.0,0,61.099998,68.800003,69.300003,66.300003
20170121144500,241.899994,0.0,0.0,0,60.400002,68.800003,69.400002,66.400002
20170121150000,241.899994,0.0,0.0,0,60.400002,68.800003,69.400002,66.400002
20170121151500,241.899994,0.0,0.0,0,60.400002,68.800003,69.300003,66.300003
20170121153000,241.899994,0.0,0.0,1,60.400002,68.800003,69.300003,66.300003
20170121154500,241.899994,0.0,0.0,0,60.400002,68.800003,69.300003,66.300003
20170121160000,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170121161500,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170121163000,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170121164500,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170121170000,241.899994,0.0,0.0,1,60.400002,68.599998,69.199997,66.199997
20170121171500,241.899994,0.0,0.0,0,60.400002,68.599998,69.300003,66.300003
20170121173000,241.899994,0.0,0.0,0,60.400002,68.599998,69.300003,66.300003
20170121174500,241.899994,0.0,0.0,0,60.400002,68.599998,69.199997,66.199997
20170121180000,241.899994,0.0,0.0,0,60.400002,68.599998,69.199997,66.199997
20170121181500,241.899994,0.0,0.0,0,60.400002,68.599998,69.199997,66.199997
20170121183000,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170121184500,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170121190000,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170121191500,241.899994,0.0,0.0,0,61.099998,68.699997,69.300003,66.300003
20170121193000,241.899994,0.0,0.0,0,61.099998,68.699997,69.300003,66.300003
20170121194500,241.899994,0.0,0.0,1,61.099998,68.800003,69.300003,66.300003
20170121200000,241.899994,0.0,0.0,0,61.099998,68.800003,69.300003,66.300003
20170121201500,241.899994,0.0,0.0,0,61.099998,68.800003,69.300003,66.300003
20170121203000,241.899994,0.0,0.0,1,61.099998,68.800003,69.300003,66.300003
20170121204500,241.899994,0.0,0.0,1,61.099998,68.800003,69.300003,66.300003
20170121210000,241.899994,0.0,0.0,1,61.099998,68.800003,69.300003,66.300003
20170121211500,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170121213000,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170121214500,241.899994,0.0,0.0,0,61.099998,68.800003,69.300003,66.300003
20170121220000,241.899994,0.0,0.0,1,61.099998,68.800003,69.300003,66.300003
20170121221500,241.899994,0.0,0.0,0,61.099998,68.699997,69.300003,66.300003
20170121223000,241.899994,0.0,0.0,0,61.099998,68.699997,69.300003,66.300003
20170121224500,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170121230000,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170121231500,241.899994,0.0,0.0,0,61.099998,68.699997,69.300003,66.300003
20170121233000,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170121234500,241.899994,0.0,0.0,0,61.099998,68.699997,69.400002,66.400002
20170122000000,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170122001500,241.899994,0.0,0.0,0,61.099998,68.800003,69.300003,66.300003
20170122003000,241.899994,0.0,0.0,0,61.099998,68.800003,69.400002,66.400002
20170122004500,241.899994,0.0,0.0,0,60.400002,68.800003,69.400002,66.400002
20170122010000,241.899994,0.0,0.0,0,60.400002,68.800003,69.400002,66.400002
20170122011500,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170122013000,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170122014500,241.899994,0.0,0.0,0,60.400002,68.599998,69.300003,66.300003
20170122020000,241.899994,0.0,0.0,1,60.400002,68.599998,69.300003,66.300003
20170122021500,241.899994,0.0,0.0,1,60.400002,68.599998,69.300003,66.300003
20170122023000,241.899994,0.0,0.0,1,60.400002,68.599998,69.300003,66.300003
20170122024500,241.899994,0.0,0.0,0,60.400002,68.599998,69.300003,66.300003
20170122030000,241.899994,0.0,0.0,0,60.400002,68.599998,69.400002,66.400002
20170122031500,241.899994,0.0,0.0,1,60.400002,68.599998,69.300003,66.300003
20170122033000,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170122034500,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170122040000,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170122041500,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170122043000,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170122044500,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170122050000,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170122051500,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170122053000,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170122054500,241.899994,0.0,0.0,2,60.400002,68.699997,69.300003,66.300003
20170122060000,241.899994,0.0,0.0,0,60.400002,68.699997,69.300003,66.300003
20170122061500,241.899994,0.0,0.0,0,60.400002,68.699997,69.400002,66.400002
20170122063000,241.899994,0.0,0.0,0,60.400002,68.599998,69.300003,66.300003
20170122064500,241.899994,0.0,0.0,0,60.400002,68.599998,69.300003,66.300003
20170122070000,241.899994,0.0,0.0,0,60.400002,68.5,69.300003,66.300003
20170122071500,241.899994,0.0,0.0,0,60.400002,68.400002,69.300003,66.300003
20170122073000,241.899994,0.0,0.0,0,60.400002,68.300003,69.199997,66.199997
20170122074500,241.899994,0.0,0.0,0,60.400002,68.300003,69.300003,66.300003
20170122080000,241.899994,0.0,0.0,0,60.400002,68.199997,69.300003,66.300003
20170122081500,241.899994,0.0,0.0,0,60.400002,68.199997,69.400002,66.400002
20170122083000,241.899994,0.0,0.0,0,60.400002,68.199997,69.300003,66.300003
20170122084500,241.899994,0.0,0.0,0,60.400002,68.099998,69.300003,66.300003
20170122090000,241.899994,0.0,0.0,0,60.400002,68.099998,69.300003,66.300003
20170122091500,241.899994,0.0,0.0,0,60.400002,68.099998,69.300003,66.300003
20170122093000,241.899994,0.0,0.0,0,60.400002,68.099998,69.300003,66.300003
20170122094500,241.899994,0.0,0.0,1,60.400002,68.099998,69.300003,66.300003
20170122100000,241.899994,0.0,0.0,1,60.400002,68.099998,69.300003,66.300003
20170122101500,241.899994,0.0,0.0,0,60.400002,68.099998,69.400002,66.400002
20170122103000,241.899994,0.0,0.0,0,60.400002,68.099998,69.400002,66.400002
20170122104500,241.899994,0.0,0.0,0,60.400002,68.0,69.400002,66.400002
20170122110000,241.899994,0.0,0.0,0,60.400002,68.0,69.400002,66.400002
20170122111500,241.899994,0.0,0.0,0,60.400002,68.0,69.400002,66.400002
20170122113000,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122114500,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122120000,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122121500,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122123000,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122124500,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122130000,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122131500,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122133000,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122134500,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122140000,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122141500,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122143000,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122144500,241.899994,0.0,0.0,0,60.400002,67.900002,69.400002,66.400002
20170122150000,241.899994,0.0,0.0,0,60.400002,68.0,69.400002,66.400002
20170122151500,241.899994,0.0,0.0,0,60.400002,68.099998,69.400002,66.400002
20170122153000,241.899994,0.0,0.0,0,60.400002,68.099998,69.400002,66.400002
20170122154500,241.899994,0.0,0.0,0,60.400002,68.099998,69.400002,66.400002
20170122160000,241.899994,0.0,0.0,0,60.400002,68.099998,69.400002,66.400002
20170122161500,241.899994,0.0,0.0,0,60.400002,68.199997,69.400002,66.400002
20170122163000,241.899994,0.0,0.0,0,60.400002,68.199997,69.400002,66.400002
20170122164500,241.899994,0.0,0.0,0,60.400002,68.300003,69.400002,66.400002
20170122170000,241.899994,0.0,0.0,0,60.400002,68.300003,69.400002,66.400002
20170122171500,241.899994,0.0,0.0,0,60.400002,68.400002,69.400002,66.400002
20170122173000,241.899994,0.0,0.0,0,60.400002,68.400002,69.400002,66.400002
20170122174500,241.899994,0.0,0.0,0,60.400002,68.400002,69.400002,66.400002
20170122180000,241.899994,0.0,0.0,0,60.400002,68.400002,69.400002,66.400002
20170122181500,241.899994,0.0,0.0,0,60.400002,68.5,69.400002,66.400002
20170122183000,241.899994,0.0,0.0,0,60.400002,68.5,69.400002,66.400002
20170122184500,241.899994,0.0,0.0,0,60.400002,68.5,69.400002,66.400002
20170122190000,241.899994,0.0,0.0,0,60.400002,68.5,69.400002,66.400002
20170122191500,241.899994,0.0,0.0,0,60.400002,68.5,69.400002,66.400002
20170122193000,241.899994,0.0,0.0,0,60.400002,68.400002,69.400002,66.400002
20170122194500,241.899994,0.0,0.0,0,60.400002,68.400002,69.400002,66.400002
20170122200000,241.899994,0.0,0.0,0,60.400002,68.400002,69.400002,66.400002
20170122201500,241.899994,0.0,0.0,0,60.400002,68.300003,69.400002,66.400002
20170122203000,241.899994,0.0,0.0,0,60.400002,68.300003,69.400002,66.400002
